Id,Description,Subtitle,Title,AgeRange,Author,Country,CoverImageUrl
books/3298,"Umthombo Ongomiko is a significant and vibrant\r\ncollection of well-known and well-loved poems in\r\nisiNdebele, especially selected to provide for the needs\r\nand perspectives of today's young readers. Both\r\ncontemporary and traditional poetry are included,\r\nmaking this a truly representative anthology that will be\r\nof immense value to school readers.\r\n\r\nThis edition of this anthology includes:\r\nclear and comprehensive guidelines on how to\r\nanswer different kinds of literature questions\r\nexam tips that support the understanding of\r\npoetry analysis.",null,Umthombo Ongomiko: Iikondlo Zegreyidi ye 12: Mathibela (ed) Iikondlo Namanothi,13-18 years,Mathibela,South Africa,http://t3.gstatic.com/images?q=tbn:ANd9GcS2WP5-jJ8zJuKOC3vmMqHHsHWbh5iJUaj_kMRzsw2J8NBZn2vl&t=1
books/3361,Short Stories,null,Amacatheko,13-18 years,P.B. Skhosana,South Africa,null
books/3393,Short Stories,null,Isijeza,13-18 years,P.B. Skhosana,South Africa,http://www.pearson.co.za/sites/default/files/styles/header/public/products/9780798647700_FC1_0.jpg
books/3395,"Lenovedlala imumethe indaba emanqophana nokuthatha umfazi. U-Msongelwa lisoka elisezimisele ukuthatha isiphalaphala somntazana igama laso linguZinto. U-Msongelwa ubeletwa emzini osaraga ikambiso yesintu, Isindebele, ukube umntazanakhe lo, uzibuyela sigoga la amasiko sele ahloywa khona babantu abanzima, ngesibanga sabamhlope. This novelette follows Msongelwa's pursuit to find a wife and get married. He likes a beautiful young woman called Zinto, but Msongelwa still follows traditional isiNdebele, while Zinto believes firmly in western culture.",null,Sekwaba Nje,13-18 years,"Jiyane, Skhosana, Mohlala",South Africa,null
books/3425,"Uzangenzani libuthelelo leendatjana elitlolwe nguJiyane DM, Skhosana PB kanye noMasango BD. Leli buthelelo limumethe iindatjana ezilitjhumi ezirhumutjha ipilo yabatjha nabadala njengobugebengu, ihlalisano, ubuloyi, isibindi, ukuziphatha njll. Uzangenzani is an anthology of short stories. The anthology contains ten interesting short stories that interpret our daily experiences in society such as crime, social interaction, witchcraft, bravery, and behaviour for both adults and youth.",null,Uzangenzani (Creative Writing Series),13-18 years,BD Masango DM Jiyane PB Skhosana,South Africa,http://www.pearson.co.za/sites/default/files/styles/header/public/products/9780636020566_FC1.jpg
books/3398,The Maskew Miller Longman Literature Study Guides offer the best support for the 2009 approved Grade 12 literature tiles. Features of the literature study guides include:\r\nSummaries for every chapter or scene to help learners understand the plot easily\r\nComprehensive notes to build learners’ understanding and enable them to answer questions on language and style\r\nGlossaries of difficult words and literature terms to assist learners\r\nExam questions to give learners practice in the skills they need to succeed\r\nModel answers to provide learners with guidance on how to answer exam questions,null,Mbala Ngubaba Study Guide,13-18 years,Various,South Africa,http://images.kalahari.com/img/2011/11/14/34089511_0_Img1.jpg
books/3397,Our helpful and easy-to-use literature Study Guides have:\r\n\r\n* Summaries for every chapter or scene to help learners understand the plot easily\r\n* Comprehensive notes to build learners' understanding and enable them to answer questions on language and style\r\n* Glossaries of difficult words and literature terms to assist learners\r\n* Exam questions to give learners practice in the skills they need to succeed\r\n* Model answers to provide learners with guidance on how to answer exam question,null,Ibhudango Lami Study Guide,13-18 years,Various,South Africa,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBhQSEBQUEhQWFBUWFRYVFhYXFhUUFhYaFxQVHBYYFhYXHCYeFxokGhgVHy8gJCcpLCwtFh4xNTAqNSYrLCkBCQoKDgwOGg8PGikkHyUsLDIqLCwpKSwsLCksLCwsLCksLCk1LCwpKSwsKSwtKSwsKSksKSksKSwsLCwsLCwsLP/AABEIAOQAoAMBIgACEQEDEQH/xAAcAAABBQEBAQAAAAAAAAAAAAAAAQMEBQYHAgj/xABBEAACAQMDAQUECAMHAwUBAAABAhEAAwQFEiExBhMiQVEyYXGRBxQVQoGhseEzUsEjJGKCktHwNEOiU3KDssIl/8QAGwEAAQUBAQAAAAAAAAAAAAAAAAECAwQFBwb/xAA6EQACAQIEAAoHBgcAAAAAAAAAAQIDEQQSITEFMkFRUmFxgZHRExQiM5KhsTRCVMHw8QYWI3KCouH/2gAMAwEAAhEDEQA/AO4UUm6jdQAtFJuo3UXAWik3Um+gD1RSFqN1AC0Um6gGgBaKQtRuoAWik3UFqAFrxe9k/CvW6m7reE/A1FW93LsYq3KsUV5BpZriri0aItFJNLSWApfpZP8A/Mu9OQQZ5+63+1Qu314A6Yp+9fsRxPS/jc+7r+dXH0i6NdytPu27A3XIlV4G7+ZRPEkE1ksPJytTuYS3cO7jnHuI9y44dE2o1t/DvRSzO1tRCyFE88iu1yTvYbSmlTi+bNfvWhdI23UUfaCe9e2WAEgMOJPnMj5Uxp7FskXuFJs5I5Eezt5MdRINPZeJfnJuC1clL9trYETc2q4lfdLKfwpLGk3lvWUNtylvBuKW9XuIkrM9ZU/OsWNGpfVPR38Rk5RyvsEy9UX7Pv2967wbzRx03PCgesEU3p+XOu2U3dMNmjjzWxE+vn19aLmhH7LcjFPfM1w7dqm9Du0S3XoR51D1dczG1OxfsYbZANkW3YHaE3LaBkwZjZMD31fwcZxbzdGJRoyyXzcxre2N493btKJN24qdAeCyqTB6xuB/CqvsFmE4d6y/haxddDPEAncI49kEsoP+Goms2cvPyLVtFu4iKm9r5XdtYEgW0G5WlpkniNo60mmadk4+fki4HvJcx1/tQgVCyMSoCgkzDOP61OlJV1K2mxbnKDwcop62vbl/VibqGSF025b3Dclq5Ikc+10P4g1L05p1a97rB+P8RI/rUHO0gnSztx/7ZkaVCL3ktujcRSZeTfsahduJjXLilNgInaZKtIgH0itWKUk0uv6oxcLGcW8/NH8yz7ZMXW1jrtm8+3xAEdDMg9eNx/y1T9mtUjR3BH/TyjAjooKsARH8jCnMvHyc6/bhXxAiC4XZN439BbXxKTG5yTx1qEdOyLb6gly3dvrctKQyKE71k8k58LENHJ+51rG9tV7202N6rleElC6va/f+z+RJfOnDylYCBaF9ZiCr2yTAPUAiZ/xU5quB9Y1JbLMUXunY7RbkwLUTvVpjxcf4qd1nDuJiKLdl3d8QWiFAJUi2BBk8c/8A1pjUzes6kbyY926otlJUSDuCe/kjb0/OtCjdNrq0MvCJqUlzLS4aJduocvFdty2wrWzEdWuKyx5DhCB7zVvmORpII6jHQ+v3V6iqzAwL5+tZV+yym6LdtLAhrgRC5LNBjcxf2Z4CDnmvWoZV44FyymPcJWwVHBBJRF2jpyT0/Cn19YvVfpDlJRxquuj2aPUw3YVcB7uK3eN9b5OwIqpvCNuHCdIJ8/Ktn2OublvmZm8p93NiyePnP41m+xWTkW/q1h9NFsKNjZBgMAFPiMJ5mB7XnV7pedctl1GPd8TAyVgeyi8R5cVzThG9TPFO97WvKL0u+bZdRo4+q/WITd2tev6D/a3KZbZVPB/ZO7XYllUMgAX0JLT/AJattI1EX8e1eXpcRXH4j/eqbKw8jKuO9u42MqE20D2g3eCAd5G8cSSBI8iaZ+je3eTCFu/ae01t2VQ8AlTDCIPQSV/y1VxGGpPA51NZoNJrls1v1682xNKW0bHQ4opaK6eZglFLRQAkUUtFACUUtFABSUtZO59JGOFci3eba2UFVVDG4MWO9dBu5TcdoJjkHyE0AaugVkcf6UcK7cspaY3Rc2bnQBlstdZVtJdM8MzttgT0MxVT2xytSxrne2cu2Wv3RZx8I2A88xu73eD7PjYxCj4cgHRDRWYze1aYP1Wxkl7t11QXLqJKpLLbFy5EbQ1xgo49eIFLa+kDHNxLZDB7mTfxkBA5OPPe3Ov8MEETQBort1UBZiFUckkgAfEngUt32T8KyGrdp8TNwkRhdNvOuPjWwoCuwDMGvLJgWwqm5u/ljiSBWcz/AKQ+/TUe4e463e7xcMizcNne42M5v7do3PdCwT/2p86ZOKlFxBG2xctLttbltg6OAysOQwPQj3ULlIztbDAugUss8qH3bCR79rR8DVImu2cbJsaeiNxaVQ4WLaeEi0rECAzhHjp7Jqnwu0K4+Jezzbe6+XksbVtAN9xRKWAvoO7tm4esbnrl0eCZyzNJ2dsm2t3p8k2Xc5uBXoUxh5a3baXEO5HUOp9QwkGn6xpqUG4vdEqLmiiiu2maFFFFABRRRQAUUUUAM5pYWn7sS+xtg9W2nb+cVx/Rvo9zv7ql5QFuYf1a824f3W0HBZEA9q7cWZPQEzzt57NSRQBzLJ7MZR1a864wILWmx8m5ePcWFSzsH91X+LcQtdKyR/EPK+bWFezsbN+sZen3r6C2LOObNxL1yyN3i3q23c9wwzPMCBXU4oigDleRoGde1Jb93DRnezjQ/fsuNjvbNwt3loScgqzIwBgSvBFV2l/RjmOcY5DHexy7mU3gkBmTu7Ij2S7Nddiv87c8CuyxSRQByPS9G1NW0yMRUGPj3MdBcdG7i4RbU5N3afGCA21F545I3cedP0vVFwcNGwgWs5fe3EfJG+8zC+WvXWAhEF11eBvJI4iK69FeL3sn4Go6rtCT6hUck0zsxmd7kd8JYX7uT38qPrD/AFY28dLagyqKWc+LodsTzUe1oOePqRGOqi3iXse3bLhxi3GRFF66/BYkbuFBiI55NdMiliuc/wAxVehH56aWLfoURtMwFsWbdlPZtoqDy4UAT+VSqSKWvOVJucnJ7t3Jti5oopDXbTNFmkmuJWdPv2rmK/d5FnZe1djcTHe4yb3Q2jBQwGA4JHI6VJvX9RFy7mLbu28n7MxWIFgsHuC6S9oqVkGCJUEETQB2WaSa5xqHafOXMNlEukfaOMs/V7jIMR7I7w94F2wLkiZ486pcXUs5r2Nk37eRcv2bGeXtjGKrauE2wlu2Yh5CiJYzBIPMUAdimia5Lg9pdUbau29DZOAveGw5YW763frMFrKAqhW3zt8M8k1Ju9ps+2llbzXE5zwXWwDduGw8WC9sqYtFPEXAA5HK8SAdRpJrky9rtSuY9m4nebmw7N6z3eP3lvIvuxDpdYAhFA2nqscmSAa1fbjGd200rbZ9mdbdwoLbQLN6SSOgkgSYHIoA180VyS32s1RrGQ6pf3nGN1FOO8pcF2AgHdKJ28lJfr1qxu6tqaZZUNcuWkz8W0Jx+Hs3km+5ZQPDbMAMICwd0zwAdKmisr9G9t1wYuW+6bv8g7O7Nrjvn2ttPqIM+c1qqACm73sn4U5Td72T8Khre7l2MVblSKKBRXFUaQUTT+ShWwWThoBmF4Ejd7RjpPWpOnEtaQuVZioJKiASfQSYH4mvX4f+F51aUZuoldJ7X370VnXs9iVSNS0hroDKpBbUPd+f7Un2j7h8/wBqV9Xtjz5mI8+vWPSk+2rcEz0/PiePw/WvNunib/a18K8ya8eiA1H3D5/tS/aPuHz/AGr19q290bh0Jny4MR8aBqtufaHPQ+R6f7il9Bi/xa+BeYXj0Tz9pe4fP9qg6piWMkKMixavBTK94A+08ciRx0HyqdkawiMVaZEeXHM/7GlOq2+IaTuCwOeSQP1pfV8Ze3ra+BeYXj0TwmcAAAoAAgAGAAOgAjil+0fcPn+1OPqaAkE8zEeZ6dPnXhNXtk8mAQSCeAQOtI6OLTt62vgXmF49EBqXuHz/AGo+0fcPn+1evte1E71ipakESKkjhcbLi4pP/BeYmaPRIX2l7h8/2o+0vcPn+1T4oin+o8Ifif8AReYZoc3zIH2l7h8/2ry+oSCIHz/arCK8Xh4T8DUdTBY9QbeJvo/uLzBShfYqaKBRXMLF0c1VwMO5Ks47ppVAC5BUg7QeCac7OoBi2Qu7bsEb9oYD37QBPwpnWI+pXAQDutsqiN0sQQoA8zJFO9m1AxLIHTYB0YRHEQ3iEdIPPFdlwX2en/bH6GfLcs6Q0tIatjSD9j2pJ28mCeT5TzSnSLXTb5R59PT4cCqvTE1A494ZJsi93zdybU7Raldu7d96N/4RUZrOpmyVDWFfuxDQSQ2x55mPa7szHrxUPq9LorwQt2Xg0a1M7OpJPJ5mOvy/KvJ0OzEFAR5zPMnmfWYHyFVN25qfRVxjHmS4nkcRPHn8JoW/qRDeCwP4gXrMrcZUYgv0ZArxP3iJ4mj1el0V4Bdl5e0y253Msnj18pj9T86QaXbmdvIO7qevHP5CoPeZndt4bfed6APTutw3E+Llo3RyKrydVa2PDjI8KSAWILBiSN38kBR0mGPSKX0NO98q8Auy8u6TaZtzKCZnqevrSjS7czt/M+s8VTPe1Pd4UxokRJbxcGZg+Hy9ehprSF1Nbq9+bLW2uS8HlE28BAOssTySfZHrwegpv7q8Auy7+xLcRHh27Y8vj6z5danW0gADypRS0sacIcVJBcKSaWuc/Sn2zexsxLB23Lilrjg8osgAL6FpPPlHvqQErk/tn9KVjCJtov1i8JBVW2oh/wAb8x6QAT8K5pqX0x6i/KbLSnoBbJ/8m61Obs3YtW7f3mYT0iPQVa42nqViBHwqlWxCi8trl+jgnNXuZLA+mfNtkd6lu8v8sG23+oT+ldY7LdrLGfZ7yw3Th0PDofRh/UcGsjd7NWXBDWgfw/T0rJZGJc03JGVi/d9u2T4XWeVPoD+VYGO4Jw+Jh/TioT5LbPqY+VGdPW9zu5aVKsFZT1VgGB+IPBp21llVAVVAAgACAAOgAHQVXaZqC37Nu7bMpcUOvwIqXXj1wljcOvRRqNW0tzeJHki9bFzRRSGuuFAYzlcoRaIDmIJ5A5E/lNZq02qm4FPcKoNnc8Ehh4u+7teoMREnr8ql4Gn5wxb6Xci3cvu1zubgtlVtq0bJX7xXxH5CfOvFnB1FUQd/ZYqhUkq3jYBQrniVk7iVk+XPWQBrFt6myIzvZRmUG4u0sEbYghR5gHeevPHSp+gfXSzNl9yFZEKpbDbkcyXUsT4gJA6DpPnUIYepx/HxiY/9No8uenxkfDp1qRjadmC4C95GTdLAjxQCsbYURI3SOnT30AX8UVm/qupy/wDbYwk3TbhG4BK9yriPFA37iCJlYiDLN/TNTI4ybHiEN4HWCFIlBzHPNAGqiiKyeVp+qsCBk4y8kqRbc9LhKhvUbNoMRMHp5Otg6n3hfv8AHUAXQqbGbhhb7vc0CSrK8mBIboKANRRUfAW4Lai6QX5kjp1McwJMRzA+Ap+gBa4NqDNmaxl3Bzbt3O7Hu7uUIn03K5+FdY7Ydr1wLSMUNxnbaqAhZjliSegAj5j1rlmm4LJjXgSA127cuN5iCenHWf61FOa2RYo03pJrRkjUdTe4xNiz3iLwX3RPvUR0q+0S+lxJA2kcEGOPxrA42fft3Nu8Kvn4LnHpHIB8uJ/SrXQs0q7lz1EmOkisucrPM7GvT5lc2WbkW04a4qmOJMVjtduAq0wZBioeVrqJdP1mGSQJ52iegMA+nWoGt5FoqGxuEMyoMgcdV93NLJuSTtYRz3RuPoWzC+BcQ+zayHRPPgqjR+BY/lXQKxH0O4Xd6TaMQbjXLh98sdp/0ha29c74YaeNq5ecow4pc0GiiuuGeZ3TNGzFx7yZGWL117pa3cVO67u3uWEAXnoG9faiTFM/Y2cQN+UjewfCptncN26CB0MjggxHnWgzrLOhVG2MYhomORPHrE1nRoWoQJz1nwzFhYMWnU8E8AuVaJ+715igB21p2owA2TZJhRuFsrJCXNx2kHje1vieiHkTw5fws427YS/bDxdDsbe4Ekg2YMjoAVJjmZgRFQ7mhajuAXOWCtyWayCVY7NngBG8e15j8Z4M3s1n3LbJ9fjcjIYtwQSAAyujAqR4uRE8ezFAEmzp2fPjybRE2z4bcGAD3gM+pI+XlNQR2c1FbYVc1Se6S2zOrMTtt3QWERDFnQk9TsFO3OzmoFmYZ6g8qv8AYkqF3AiV3wT6+vSR1rW0AZS9oWfsdVy0l0ZNxVpXwgIwj73tTEdZ8qstKw8tbk37yPb2t4Qp3SSuzxQPZAeW+9uHC7fFc0UAFJS0UAcy+lvEuNdsOoO0Wriz5AlkLCfIkKIrOWc1UVQ3EiFHoD+0fnXZNS0q3kJsuqGXrHofIg+RrhXbnFW1m3LaAqqCFE+UDiT/AM5qhiIuN5LlNPDVVKKg+Ql5mq2hCzC+b9QvHpPNPaf9XZGZboE8Sf8AnFZjBF68TbTHd9qzC7eQfMSamtp1oLtu490GAObLt15Hs/rVRUr7ovqq27ov8TS0uGGO1x5gwefRgeRVD2s01bBMDlhy3r8a8WM+ytvbaMNbMAAngzyCD09Ipy7nvk3kkex4vM8+Xl60mkdAk4yRu/oxzbhxmsOFjH2JbIkEqVkbvfW0FZvsTpL2bTM42m4VIXiQAsCfSfStJXPOFJQlipuntf8AcpTSTtHYuaKKK68ZQlUWFqbnIKsfDuZQPgTH6VemsBgZR+vlA0j6w4njy3Ej8ORUc5ZWi3h4qSnfmN/FLRRUhUCiiigAooooAKKKRmAEnigBa419LunquajgwXQFvnEj5V1y/mqFkEH4V8+dtdTuXsy+l3hkuEL1gqQChH4R+M1HWjam2yXDu9SyJGmd6jh7ZM8cAkAxWpPbPJKwUgjkH09/SsFpXaJ8cw43D1q2u9vbW0jbJPlWbCUo6Jm0pQa1IGpwAXZV3Fy5IAEkj1roX0Y6G9qy9+4Ie9EDzCLMfMmfwFc107tOLd/v8iyLltBItk+rDnngkCeDXfLT7gDyJAMHqPjWD/EM61LDx00l978ilKrGU3FHulpKWvBilzSGlqg7c57WsK4UfY7QiGYMsfL3xNdvk8quZsY5nZGT7QfSHftXnUBERXKKSJnbxJM+Zqn0vVAhV+v9oLhM8zILcn1iqO7cuDh03g9Y8XzBPNQtVu4vdxdQ2549k22Pw4E1leklORtxpxhFpLkPofGvh0V16MoYfAgEfrTtQ9HcnHskgKTaQwOglRwKmVrGIwopGaOTVNnaweicD18z8KfCDm7IjlNR3LK/mBfeagPnsfP5VXXLsmvVu5VyNBRWpVdZyJTZb/zGmWMjkkyYr10+FRsm6w/hgExxPSfKacorkGOTJVyETkhVURJIAEepPSuQ9v0tPlW79h1uJcmy7KQwFxBuQEjzKl/9NXnaLsNdzNr5N97jKZCDw2o9FTyPv61Dxez1u1C7YQjayfdb+U+5gZIPvqaeBVajKOZX5O0WliVSqRl4mTvaWzV7saEoMxWvx9HMQfIkfIxTh0fiPWvG5ZJ2PWKMXHMYP7FbIzMeyn3rgLe5V5JP/POu+4lwRHoayfZXs6LVxrre2wgD+Rf6Fj1+ArQolaeK4KWOwSw9R2e6fMefrYlRruUSzpai270e+n1uA1zThHgHF4Fu6zR6S2/4XaWIhUW5eVzv6Zc0LYx7ZJXfdZt3lKJwvxO6f8proZrB/SPc393YcK6XWA2xyAo3E/vxED1rqiout7C5StGoqbUmcuxgeovpHkCGH5gn9KZt3buXkLiMF7t2h2UzCD2mX0kSoPrTr9k7aXDNx2Weh2/mfP5VqtCwUt3Ua2m2YBaOogwN3pz0FSYXgmcZ5qlrLrJMTwjFxyw3Z2DGEIscDaOPTivb3ABJ6CkBAX3AVSalqAPU8DoKSEHN6FaU1FaiajqJb3L5D195qmN6X5/5Ne+93mod1Ttc/L8K16VNRVjOnNydyz/oKXHbk0xiXtyk15xLvi+FI47iJlrbbypCsfCvKmvc1ByklxtlmoWVhK6lWA9x9anU1fbinxk09BrSe5QkbVm6QhXwuTwDHssPUkRwPMGqnJ1m8w2YVkrJE3rognp7NrrBE9SPga0lrTGN1nuQw4CA8x6nnp+1WKWB7vlRGnRp1HUy3b8ETSxNWUFTvojGawupG2htuiFTuYIg8XuO6eI8hFTdD7Yd4wtZFs2rnr9xv6r8OfjWpFuoeXo1u4QSII6EDmrCrU5K0o+BWcZLZkxKIr0iRXm4YBNVNHoSbGlrnP0h47JnY94iUaxdtA+jhkYj4son/wCM10H6yn8y/wCoVh/pMv7/AKmiDcTeZyQNwQIkMSR0JD7f8xqrhL+lXeX6vFMnYyW3GAp+J5/OnzqMXbakyzMIUCYHmSZqNm7lBi2xI8wjHp8BUbQcW53huujDkASpBAn0ivQrUznHlOiDWmuIQx9ljMDrHT8qp83V2FwhrcDyMzIpnOtE47wzJujxKJZegnb5/CpF1CUQnlgNpMdYHWPQ9fxqvTpwg720GSc5Kw/h5QNLeuDaffUe0I6CvGVd4iDPwNLlWYbrYkaVc8DfH+gr1jPD1G08whHv/pQtyOffROOrETL/AHQad3VGZpQGnEeRNUmie47TFzllHvJ+Qp0GmVEv+EfM/tQhWPK/MV7imr0jrwQacJpvWKEUQfWjdXl7npSgeTcI614vPJA/H5fvFCXg0jzFQbL777AfdCr8Jkn9R8qfGJG5G4rn2rdrMxc7ItobSWLcKrsoZu8KIQsM67p3eon1FdBNY+/otxcjJcpc2XXkNa7lmAazbttK3F3AeGYBPQGKo4WUE5Z0nppftRqSvbQ86B2zuthWbt+2XuPfvWGFsBdvdtdCkruYclFXhiJfrFSE7fIQp2QGS06s1wBWVx/abCAS/dkoDAP8RfUw12dwcpcMDZ3Nxr+U5VtnhF1rptswTwkgsjED0NSW0rMJlLvd9IRj3o629xJgE+y5Hx98CSapOctEtXy9YmtjzY7cq4Q7ANyXHINwbwLZt7oWJbh9w9QvvqSe1cWluNZuAG4LbL1dfASTtA8XMCB61EvaTmkDZd7ohWVpbvNxKp4gSPCQ6mOg2sRt6R7fTM8lj9YUfxGSFgDvNm20wkk7AGi4CJLDwjzRwpdXiw1PWH24tuDuC2yFtNDXF/7j7THrt6z516xO2S3L1u2FUh2vLuW5uCi06qC0LA3FuAT5cTWiCil2ioHOnyR+YtjB6q/94vx5XI/8V/3qEnQ1L1n/AKi9/wC//wDK9Kh2ehrcp+7j2L6GRPjvvLbSr263HpxXvGudR5iqzRr0XCPWrDMXawYdPOoXH2rDr6XJLPFJbUEtPqP0H714umVkUmG8ifeaY1oKnqSLg4pDcpW6UxkEwCOYpqQrY+h4rxdNNY+TNNXcmQYpyi7iZiPfySpkdeke/wAqmaTh92hkyzEsx9SfL4AQPwrJa92kt4zi44LC2JIHqxgfo3zFbHTs1btpXTown3j41PXpyhBO25HS1d2a6iiivPG0FFFFDAKKKKBQooopRDEdpf47/AfpVZZHBoor0NL3Ue4yKnHYzitF0Vo8hZTmiim1eMhFsRcIyhqNZuELx6/1pKKXlYnMWthpWlUUUVXe5IVyiLkCmMxouR60lFW4cbuK8tu8459IGW3ess8Ec/gwj9TXatPTZaQLx4QfyooqTFP2rdSJo+7j3n//2Q=="
books/3457,Drama,null,Iinkesi Ezome Kere,13-18 years,M. S. Mahlangu,South Africa,null
books/3489,Drama,null,Kanti Ngewakabani?,13-18 years,Skhosana,South Africa,null
books/3490,Drama,null,Kunje Namhlanje,13-18 years,Skhosana,South Africa,null
books/3458,"Lapha kuhlangana neentandani ezimbini uLucky kanye no Bantazi umntazana\r\nkanye nesokana, kanti unina lomntana uNaSindana okunguye umraranisi\r\nwawowoke umraro ongaphakathi kwencwa-jana samdlalo lo. Into ekulu\r\nngile yokuthi uNaSindana lo umuntu ongathandi bona umkhelwana wakho\r\nuNaMtshweni othethwe kwaMbonani angarageli phambili ngokwenzela\r\nabantwana bakhe okuhle khulukhulu ngokuthi baphothule ngemfundweni zabo.\r\nOkunye bekangafuni khulukhulu bona uLucky athathe umntwanakhe uBantazi,\r\nyeke njengombana ithando linekani, bagine bathathene bebabanomntwana,\r\nngekungcineni unina kaBantazi wagcina ezibonile iimphoso zakhe\r\nlokhokwatjengisa ukuthi kuhle-kuhle ISITHA SOMUNTU singubani yeke\r\nuNaSindane ngakuye inyanga yembulwa mamafu.\r\nA drama about the role that parents play in their children’s love lives. Lucky and\r\nBantazi are lovers but Na Sindana, Bantazi’s mother, does not approve of her\r\ndaughter’s choice. This drama gives advice to parents who share these challenges\r\nof bringing up their children and provides a window of hope for lovers who are\r\ntrapped in the situation of having to choose between their parents and their lovers.",null,Isitha Sakho,13-18 years,AO Jiyane,South Africa,null
